"V160001","V160101","V160201","V160202","V161003","V161009","V161010d","V161010e","V161011","V161014","V161015a","V161015b","V161015c","V161015d","V161015e","V161017","V161019","V161020","V161021","V161021a","V161023","V161024x","V161026","V161027","V161028","V161030","V161031","V161032","V161033","V161034","V161035","V161036","V161037","V161038","V161039","V161040","V161041","V161042","V161043","V161044","V161045x","V161046","V161047","V161048","V161049","V161050","V161051","V161052","V161053","V161054","V161055","V161056","V161057","V161058","V161059","V161060","V161061","V161062","V161063","V161064x","V161065x","V161066x","V161067x","V161080","V161080x","V161086","V161087","V161095","V161096","V161132","V161133","V161134a","V161134b","V161135a","V161135b","V161145","V161146","V161147","V161148","V161149","V161150a","V161150b","V161151a","V161151b","V161151x","V161155","V161156","V161157","V161158x","V161136","V161267","V161267x","V161310x","V162031","V162031x","V162034","V162034a","V162046","V161220","V161264x","V161265x","V161270","V161330","V161331a","V161331b","V161331x","V161339","V161340","V161341"
2034,0.7421,48,2,3,4,39,"OH",1,-1,1,39,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,1,2,0,100,0,70,10,1,25,75,25,75,1,2,2,2,1,-1,3,-1,-1,4,2,2,-1,6,3,73,12,1,1,0,-1,-1,-1,3,10,5,7,39,40,2,40,1,2,-1
2035,0.3543,49,2,2,1,45,"SC",1,-1,1,45,1,0,0,3,-1,-1,1,7,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,1,2,0,70,15,70,10,1,40,60,35,65,1,2,2,2,2,1,-1,1,-1,1,2,1,-1,7,1,70,12,1,4,1,1,2,1,1,135,2,10,36,8,1,8,1,2,-1
2036,1.8685,50,1,3,3,41,"OR",1,-1,1,41,1,1,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-8,-1,-1,-1,-1,31,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,1,-8,-1,-1,-1,-1,20,-1,-1,-1,1,2,85,0,85,40,10,1,65,35,60,40,2,1,1,1,1,-1,1,-1,1,7,1,1,-1,1,2,79,13,1,4,1,1,1,1,2,880,8,8,41,40,0,40,1,2,-1
2037,1.9894,51,2,4,4,21,"KY",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,1,2,0,85,60,100,20,-1,-1,-1,-1,-1,3,2,2,1,2,2,-1,-1,2,6,2,2,-1,6,1,54,8,1,4,1,1,2,2,1,99,5,9,21,40,0,40,1,2,-1
2038,0.3536,52,1,3,2,39,"OH",1,-1,1,39,1,0,0,2,-1,-1,1,1,1,4,1,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,11,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,10,-1,1,2,91,1,88,21,21,-1,-1,-1,-1,-1,1,1,2,1,2,1,-1,1,-1,1,1,1,-1,1,2,33,4,2,-1,1,-1,-1,-1,2,99,5,10,39,5,1,5,1,2,-1
2039,0.7048,54,2,3,3,36,"NY",1,-1,1,36,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,-1,2,4,15,60,60,60,10,3,-9,-9,25,50,2,1,1,1,1,3,-1,-1,-1,4,3,-1,2,4,3,81,13,1,1,0,-1,-1,-1,3,400,4,6,36,40,0,40,1,2,-1
2040,1.0391,55,1,4,4,6,"CA",1,-1,1,6,1,0,1,1,1,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,2,4,30,0,50,50,20,-1,-1,-1,-1,-1,1,1,2,1,2,-1,2,2,-1,2,3,-1,2,4,3,28,3,3,4,1,1,4,1,3,400,4,15,35,1,0,1,1,1,-1
2041,0.3943,56,2,4,4,23,"ME",1,-1,1,23,0,0,1,3,4,-1,2,-1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,-1,-1,2,3,72,5,63,45,20,-1,-1,-1,-1,-1,3,1,1,1,1,2,-1,-1,2,6,3,-1,3,3,2,32,4,1,4,1,1,1,-1,3,400,4,13,25,8,9,9,1,2,-1
2042,0.849,57,1,2,3,21,"KY",1,-1,1,21,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,50,50,10,5,70,30,70,30,5,1,1,1,1,2,-1,-1,1,7,2,2,-1,6,2,38,5,1,4,1,1,3,1,2,400,4,16,21,8,0,8,1,1,-1
2043,0.3396,60,1,2,2,17,"IL",1,-1,1,17,1,0,0,3,-1,-1,2,-1,1,4,1,-9,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,11,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1,2,3,62,0,60,48,21,-1,-1,-1,-1,-1,2,1,1,1,1,1,-1,2,-1,2,3,-1,2,4,2,-9,-2,1,-1,1,-1,-1,-1,2,10,5,13,17,-9,-9,-9,1,1,-1
2044,0.8334,60,2,3,3,53,"WA",1,-1,1,53,1,1,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,31,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,21,20,21,21,2,4,0,50,0,30,20,-1,-1,-1,-1,-1,1,2,1,1,2,1,-1,1,-1,1,5,-1,2,4,3,61,10,1,3,0,-1,-1,-1,3,727,7,11,53,10,0,10,1,1,-1
2045,0.9254,61,1,1,1,48,"TX",1,-1,1,48,0,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,30,0,0,0,20,-1,-1,-1,-1,-1,1,1,1,2,2,2,-1,-1,1,7,5,-1,2,4,3,36,5,1,1,0,-1,-1,-1,3,10,5,10,48,1,6,1,1,2,-1
2046,1.3929,62,2,3,3,27,"MN",1,-1,1,27,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,1,2,85,-99,85,40,10,1,65,35,70,30,2,1,2,1,2,-1,1,-1,3,5,1,1,-1,1,2,67,11,1,-6,-2,-6,-6,-6,2,220,1,9,27,30,0,30,1,1,-1
2047,0.5399,63,2,1,1,12,"FL",2,-1,1,12,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,3,100,0,100,0,10,1,78,23,70,30,1,1,1,1,1,-1,2,1,-1,1,1,1,-1,1,2,44,6,2,4,1,1,1,2,2,99,5,13,12,39,0,39,1,2,-1
2048,0.7529,65,2,1,3,55,"WI",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,2,4,16,65,2,72,20,-1,-1,-1,-1,-1,3,1,1,1,1,2,-1,-1,2,6,2,2,-1,6,2,46,7,1,-1,-2,-1,-1,-1,3,221,2,12,55,4,9,5,1,1,-1
2049,2.1918,66,1,1,1,21,"KY",1,-1,1,21,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,20,-1,2,4,100,0,100,0,10,1,90,10,10,90,1,1,2,2,1,-1,1,-1,1,7,1,1,-1,1,1,55,9,2,4,1,1,1,1,1,133,2,10,21,40,0,40,1,2,-1
2050,1.3702,66,2,4,4,24,"MD",1,-1,1,24,1,0,1,1,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,21,-1,1,2,85,0,60,0,10,3,100,-9,100,-9,2,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,2,30,4,2,4,1,1,1,1,1,400,4,9,24,3,1,3,2,2,1
2051,0.7954,67,1,2,2,12,"FL",1,-1,1,12,1,0,1,1,2,-1,1,-9,-1,3,-1,-1,-1,1,-9,-1,-1,-1,-1,-1,-1,-1,1,-9,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,2,4,70,0,40,70,20,-1,-1,-1,-1,-1,1,-9,1,2,1,1,-1,2,-1,2,2,2,-1,6,2,73,12,-2,4,1,1,-9,1,2,879,-2,16,42,1,4,1,1,1,-1
2052,0.3878,67,2,4,3,15,"HI",1,-1,1,15,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,2,3,40,30,60,-99,10,3,-9,-9,40,35,2,1,1,1,2,-1,2,2,-1,2,2,2,-1,6,2,-9,-2,3,4,1,1,-9,1,2,400,4,13,15,40,0,40,1,1,-1
2053,1.4994,68,1,2,2,21,"KY",1,-1,1,21,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,3,0,100,0,100,10,1,80,90,20,80,1,2,1,2,2,-1,1,-1,1,7,2,2,-1,6,2,64,10,1,2,0,-1,-1,-1,1,257,3,6,21,19,2,19,1,2,-1
2054,0.411,68,2,4,4,8,"CO",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,40,60,50,50,20,-1,-1,-1,-1,-1,4,1,1,1,2,-1,3,-1,-1,4,2,2,-1,6,3,-9,-2,1,-1,-2,-1,-1,-1,3,135,2,13,12,0,8,1,1,2,-1
2055,0.5057,72,1,4,3,37,"NC",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,30,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,4,0,0,0,0,10,5,62,38,50,50,3,1,2,1,1,-1,3,-1,-1,4,3,-1,2,4,2,33,4,2,-1,-2,-1,-1,-1,3,880,8,10,37,32,0,32,1,2,-1
2056,1.6558,72,2,2,2,19,"IA",1,-1,1,19,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,95,0,93,0,10,1,65,35,60,40,1,1,2,1,1,1,-1,1,-1,1,1,1,-1,1,2,46,7,1,4,1,1,1,1,2,880,8,9,19,13,2,13,1,2,-1
2057,1.31,74,1,2,2,41,"OR",1,-1,1,41,1,1,1,3,4,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,31,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,20,20,-1,20,2,4,75,0,65,35,20,-1,-1,-1,-1,-1,1,1,1,1,2,1,-1,1,-1,1,3,-1,2,4,3,53,8,5,4,1,1,1,1,3,400,4,13,6,17,0,17,1,1,-1
2058,0.3617,77,2,2,1,12,"FL",1,-1,1,12,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,100,0,85,15,20,-1,-1,-1,-1,-1,1,1,1,2,2,1,-1,1,-1,1,1,1,-1,1,1,90,13,1,4,1,1,1,1,2,400,4,13,12,40,0,40,2,2,1
2059,1.0178,79,2,2,2,41,"OR",1,-1,1,41,1,1,1,1,1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,31,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,20,20,21,20,2,4,65,0,70,0,10,1,60,40,60,40,1,1,1,1,2,2,-1,-1,1,7,1,2,-1,2,2,23,2,1,4,1,1,1,2,2,880,8,12,41,4,6,4,1,2,-1
2060,0.425,83,1,2,3,34,"NJ",1,-1,1,34,0,0,1,3,1,-1,2,-1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,3,100,60,100,0,10,1,85,15,85,15,1,1,2,1,1,-1,1,-1,1,7,1,1,-1,1,1,74,12,1,4,1,1,1,-1,3,400,4,10,42,30,0,30,2,2,1
2061,1.2904,86,2,2,1,47,"TN",1,-1,1,47,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,-1,-1,2,4,60,85,60,70,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,1,-1,1,3,-1,2,4,2,77,13,1,4,1,1,2,-1,1,400,4,10,17,38,9,39,1,2,-1
2062,1.2887,87,2,2,3,39,"OH",2,-1,0,12,1,0,1,1,1,-1,1,1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-8,-1,-1,-1,11,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,20,-1,2,4,60,15,60,30,20,-1,-1,-1,-1,-1,1,1,1,2,1,1,-1,2,-1,2,1,2,-1,2,1,22,2,1,4,1,1,1,1,2,880,8,15,12,0,1,1,1,1,-1
2063,4.0402,88,1,3,3,47,"TN",1,-1,1,47,0,0,0,2,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,-1,-1,2,3,15,62,15,70,20,-1,-1,-1,-1,-1,3,1,2,2,2,-1,1,-1,2,6,2,1,-1,7,3,20,1,1,4,1,1,2,-1,2,292,2,10,47,13,5,13,1,1,-1
2064,0.9037,88,2,3,4,11,"DC",1,-1,1,11,0,0,1,2,2,-1,2,-1,-1,3,-1,-1,-1,1,6,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,35,45,0,0,20,-1,-1,-1,-1,-1,1,1,2,1,2,-1,2,1,-1,1,2,2,-1,6,2,34,4,1,4,1,1,5,-1,3,110,1,14,48,3,4,3,1,1,-1
2065,0.9075,89,1,2,2,28,"MS",1,-1,1,28,0,0,0,3,-1,-1,1,1,1,4,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1,-1,2,4,100,0,85,30,21,-1,-1,-1,-1,-1,1,1,2,1,1,-1,2,1,-1,1,1,1,-1,1,2,69,11,2,-1,1,-1,-1,-1,2,230,1,11,28,16,10,17,1,1,-1
2066,0.9037,91,1,1,2,51,"VA",1,-1,1,51,0,0,0,3,-1,-1,1,2,-1,3,-1,-1,-1,1,5,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,21,-1,-1,2,4,25,0,60,5,10,2,51,48,50,50,2,1,1,2,1,-1,3,-1,-1,4,3,-1,3,3,3,37,5,1,4,1,1,1,-1,2,110,1,10,51,8,0,8,1,2,-1
2067,1.1065,92,1,1,2,36,"NY",1,-1,1,36,1,0,1,3,1,-1,1,7,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,20,-1,1,2,2,51,30,51,20,-1,-1,-1,-1,-1,1,2,1,1,2,1,-1,1,-1,1,2,2,-1,6,2,46,7,1,4,1,1,2,1,3,501,6,14,36,16,2,16,1,1,-1
2068,0.4566,93,1,2,3,37,"NC",1,-1,1,37,1,1,1,1,2,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,31,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,21,-1,-1,21,1,1,0,85,51,85,20,-1,-1,-1,-1,-1,1,2,1,2,2,-1,2,3,-1,3,2,1,-1,7,3,33,4,1,3,0,-1,-1,-1,2,99,5,13,37,2,0,2,1,2,-1
2069,0.2911,94,1,2,3,27,"MN",3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,4,86,0,82,52,10,2,75,52,67,47,1,1,2,1,2,-1,1,-1,1,7,1,1,-1,1,1,28,3,2,-6,-2,-6,-6,-6,2,720,7,11,27,10,11,11,1,1,-1
2070,0.9072,94,2,2,2,41,"OR",1,-1,1,41,1,1,1,1,1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,31,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,21,21,21,21,1,1,20,90,10,65,20,-1,-1,-1,-1,-1,1,2,1,1,2,2,-1,-1,2,6,5,-1,1,5,1,54,8,6,-7,-2,-7,-7,-7,1,10,5,12,41,0,7,1,1,2,-1
2071,1.307,95,1,3,-1,21,"KY",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,10,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,70,15,70,20,-1,-1,-1,-1,-1,2,2,1,2,2,-1,1,-1,1,7,2,1,-1,7,2,21,2,6,-1,-2,-1,-1,-1,3,120,2,9,40,0,6,1,2,2,2
2072,0.7438,96,1,4,4,55,"WI",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,40,30,40,40,20,-1,-1,-1,-1,-1,5,1,1,1,1,2,-1,-1,2,6,2,2,-1,6,2,40,6,1,-1,-2,-1,-1,-1,3,880,8,13,17,0,10,1,1,2,-1
2073,0.3634,97,2,3,3,27,"MN",1,-1,1,27,0,0,0,1,-1,-1,1,2,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,3,60,15,85,30,10,1,48,52,65,35,2,2,1,1,1,1,-1,1,-1,1,1,1,-1,1,2,60,10,1,4,1,1,4,-1,3,880,8,11,27,29,0,29,1,1,-1
2074,0.9992,98,1,2,3,48,"TX",1,-1,1,48,0,0,0,2,-1,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,-1,-1,1,2,40,85,40,85,20,-1,-1,-1,-1,-1,3,2,1,1,2,2,-1,-1,2,6,2,2,-1,6,2,40,6,5,4,1,1,2,-1,1,10,5,14,48,9,0,9,1,2,-1
2075,1.7516,99,2,2,3,1,"AL",1,-1,1,1,1,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,3,15,70,30,70,20,-1,-1,-1,-1,-1,2,2,1,2,2,-1,1,-1,3,5,2,1,-1,7,1,44,6,1,4,1,1,2,1,3,135,2,10,1,3,8,4,1,2,-1
2076,1.1864,100,2,1,1,4,"AZ",1,-1,1,4,1,0,1,1,1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,1,1,70,0,60,60,20,-1,-1,-1,-1,-1,3,1,1,2,1,2,-1,-1,2,6,1,1,-1,1,2,19,1,5,4,1,1,1,1,2,400,4,10,4,8,5,8,1,2,-1
2077,1.0539,2,2,2,2,12,"FL",1,-1,1,12,1,0,1,3,2,-1,1,7,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,0,70,30,60,10,1,49,51,49,51,3,2,1,2,1,1,-1,1,-1,1,2,2,-1,6,2,79,13,1,4,1,1,2,1,1,880,8,13,24,16,7,17,1,1,-1
2078,0.8959,4,2,3,4,4,"AZ",1,-1,1,4,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,1,2,0,70,15,85,10,1,48,52,42,58,1,2,1,2,2,2,-1,-1,1,7,2,2,-1,6,1,46,7,1,4,1,1,2,1,2,400,4,12,26,8,6,8,1,2,-1
2079,1.1714,7,1,1,1,17,"IL",1,-1,1,17,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,2,4,2,100,1,51,10,1,36,48,46,48,1,2,1,2,1,-1,1,-1,1,7,3,-1,2,4,1,63,10,1,4,1,1,2,1,3,721,7,9,17,18,6,18,1,2,-1
2080,0.4382,7,2,2,3,55,"WI",1,-1,1,55,1,0,0,2,-1,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,3,10,60,10,60,20,-1,-1,-1,-1,-1,3,2,1,2,1,-1,2,1,-1,1,2,2,-1,6,3,30,4,1,4,1,1,2,1,3,880,8,13,55,3,0,3,1,2,-1
2081,1.9594,12,1,4,3,6,"CA",1,-1,1,6,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,15,0,60,50,20,-1,-1,-1,-1,-1,5,1,1,1,2,2,-1,-1,1,7,3,-1,2,4,3,38,5,5,1,0,-1,-1,-1,3,99,5,8,6,37,0,37,1,2,-1
2082,1.3383,12,2,2,2,45,"SC",1,-1,1,45,1,0,0,1,-1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,20,-1,1,1,85,40,60,60,10,1,65,35,65,35,2,1,1,1,1,-1,1,-1,1,7,1,2,-1,2,2,65,11,1,4,1,1,1,1,2,135,2,9,26,1,2,1,1,2,-1
2083,0.3362,15,2,4,4,12,"FL",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,10,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,70,0,70,85,10,1,70,30,25,75,1,1,1,2,2,-1,2,1,-1,1,2,2,-1,6,1,39,5,3,-1,-2,-1,-1,-1,1,10,5,10,36,0,2,1,1,1,-1
